text,label,reasons
"What is happening here, clearly, is TC is attempting to obscure that past which brings him the greatest infamy and he intends to do that through the addition of reams of irrelevant material that is purely self-promoting rubbish.  We know this because he did it before, to the point where his Wiki profile read like a fantasy novel and he was Prince Charming.

Mr. Calandra is a career promoter and was busted red-handed by the SEC. THAT is his claim to fame. Nothing else is relevant, certainly NOT his biblical promotional materials.",safe,[]
"Editing Wikipedia is a collaborative effort amongst editors willing to work in an atmosphere of camaraderie and mutual respect.  If anyone thinks that their edits are more important than other editors', then they are are mistaken.  Please take the time to understand the concerns of others who have just as much right to edit this article as you do.",safe,[]
"ami killed sailor moon 

.",toxic,['toxic']
"""

 False accusations 

Kim, you have given me inappropriate & inaccurate labels regarding the info that I have added on the Mann talk page. I did not add anything false & included a reliable source. It's well known that you are heavily biased towards AGW in omitting data, being hypocritical & such. It's strange that your editing privileges have not been revoked. In removing my neutral comments, you claim that they are something that are not. It's almost funny how you claim that """"oil"""" does """"something"""" to counter AGW,m without any evidence. If there was a a god, I would know that you are going to hell, for being dishonest & immoral, but your days on Earth, in freedom [which you oppress] are numbered, until you go to jail or worse. You are a threat to liberty.68.180.38.25  (:-()>""",toxic,['toxic']
It isn't really that much of a surprise  if you read the home hemodialysis article which is referenced out the wazhoo.  There is a nocturnal hemodialysis article already it redirects to HHD. -)  There is a good deal of observational data to suggest NHHD is better than CHD. The naysayers want a study... so it is happening. I ref'ed the pilot study (of the JAMA article) in the HHD article see ref 14.   T|C,safe,[]
""":: Hah! and lol. U can't quote from wikipedia thats cheating! Besides, its a matter of perspective, U didnt make it up and the person who did didn't actually specify now did they? I am having lots of laughs. Besides, laughs out loud is not in the first person form so doesn't make sense to tell someone """" oh loughs out loud"""".  

""",safe,[]
More hrassment from the Jew-hater Whaledad.,toxic,"['toxic', 'identity_hate']"
"Ben Schumin

Get out of my nose",toxic,['toxic']
"No worries. — (talk, contribs)",safe,[]
shut up Katie your not even real,toxic,"['toxic', 'insult']"
Hate All Of You're Work,toxic,['toxic']
"incorrect interpretation! 

The european translator, assumed that since hafez was a follower of sufism and love in sufism had sometimes been pederastic, therefore the beloved should have been a young boy. Well, I am looking at the persian version of the verses translated by  Henry Wilberforce-Clarke, and as person whose mother tongue is persian it seems to me that the beloved was an adult female rather than a young boy. Since hafez is using pronouns to refer to his beloved and the cupbeareand, one could go both ways but in persian we always use the phrase 'lock of hair of the beloved' to refer to females (since they have long hair you know). Besides anyone who is familiar with hafez poetry and have an advance understanding of medieval persian language, would know that Hafez is very unlikely to have pederastic inclinations.
I am well aware of the existance pederasty in many teachings of sufism and I have seen the pederastic sentiments in Jami and Saadi poems but Not all persian poets that follow sufism have pederastic inclinations!!.",safe,[]
"""

Reply
Are you being facetious? if not, you would have relayed the same message to Jza and MRSC as my words were no more stern than theres. If you would like evidence for any of the claims made on the talk, then I will only be too glad to provide. You also failed to provide diffs in your message to me, in regards to which words you're claiming are offesive, perhaps WP:Assume good faith.

The two users constantly harass and follow me to articles making disruptive edits in violation of numerous Wikipedia guidelines (WP:HARASS is just one). For example the removal of third party references from articles which don't suit their POV, without entering an edit summary (considered by Wikipedia guidelines as bad faith and a violation of WP:BLANK). The violation of WP:NEO by adding derogatory neologisms to the articles of organisations who they do not personally agree with, despite being made aware of the policy, despite not having any reference to the said organisation being described with said neologislm and despite the community majority constantly removing the derogatory term.  The same """"tag team"""" practise can be shown to be used against numerous other editors who edit articles on British culture and trad counties, not just against me. Again, if you would like evidence just ask.

It would seem however, looking at the messages on your talkpage above, especially the lovely intertude under """"UK mediation"""" section, that Jza messaged you (somebody he seems very familiar with) in violation of WP:CANVAS. Specifically the section on Wikipedia:CANVAS#Campaigning may interest you. If you're going to be an admin, may I suggest you please make yourself familiar with the policies and guidelines I have referenced in this message. Rather than accusing me, a user who is being cyberstalked, of """"personal attacks"""". Systematic bias is not acceptable, you're here to make sure that our policies are upheld not to chip in for the sake of a friend. Thanks. -   """,safe,[]
The article on Killing Sprees names various individuals has having committed a massacre.,safe,[]
"Crush's Coaster? 

I was just wondering.... where did you get the Millionaire building being turned into Crush's Coaster.  Disney never announced it.  I researched it and it is just a rumor.  Can you please cite this?  Otherwise is it safe to delete it?",safe,[]
"I am not over arsed, I just don't think his middle name is so significant that it needs a specific reference. I have written article on other WBA players Davy Walsh and Jack Reynolds if you are interested in checking them out.",safe,[]
"""

 Please do not vandalize pages, as you did with this edit to Nail. If you continue to do so, you will be blocked from editing.  gabsadds """,safe,[]
"""

 Gregory Gilligan Rust (Reporter) 

Greg Rust (born 19 July 1970 in Sydney) is an Australian Formula One expert and commentator with Network Ten, a commercial TV network. He has also worked for the Nine Network and the Special Broadcasting Service (SBS) as a freelance commentator/reporter/presenter, mainly covering motorsport (auto racing).  Colleagues and fans call him """"Rusty"""" or """"Thruster"""" (a nickname given to him by the late Barry Sheene a former World Motorcycle Champion).
 Radio career 

Worked for 3 years with the Macquarie Radio Network  stations 2GB and 2CH in Sydney initially as a sport reporter and later became daytime news reader.

 Television career 

After cutting his teeth with SBS motorsport program Speedweek, Rust was drafted into Channel 9's commentary team for the final Australian Motorcycle Grand Prix at the Eastern Creek Raceway in 1996. He called the support races with 1980 F1 World Champ Alan Jones. In 1997 he was hired by Ten to host the Australian Super Touring Championship for 2-litre Touring Cars - a position previously held by his close friend Leigh Diffey who had moved on to Network Ten's V8 Supercar coverage.  Rust commentated the Aust. Super Touring Championship for 2 years before starting work as V8 pit reporter late in '98. He was a part of Ten's V8 coverage for almost 10 years - even hosting and anchoring the commentary on occasions.  During this period the station won numerous Logie Awards for its broadcast of the famous Bathurst 1000 and Rusty developed a reputation as a pit specialist also working on the Gold Coast Champ Car race and the Australian Formula One Grand Prix in Melbourne. Despite an offer to join the Seven Network in 2007, Rust stayed with Ten to front the station's MotoGP and F1 broadcasts and its long running magazine motorsport show RPM.  He also hosts and commentates Ten's coverage of the Red Bull Air Race series.

 Racing background 

Born into a family with a genuine love for all forms of motorsport, he was a regular at the Sydney Showground Speedway before he could even walk   and an amateur racer who started out in Karts.  In his late teens and early 20’s, Rust enjoyed some class wins as a driver in rallysprints and khana-crosses.  He has also driven V8 Supercars, Formula Holden, Formula Ford, Toyota Racing Series and Speedcars/Midgets for story research.  

 References 

 ten.com.au
 www.v8x.com.au
 www.parramattacityraceway.com.au

Category:1970 births
Category:Living people
Category:Australian sports broadcasters
Category:Motorsport announcers
Category:Australian television presenters""",safe,[]
"Also, I Ohnoitsjamie am a homosexual who likes butt sex.",toxic,"['toxic', 'severe_toxic', 'obscene', 'identity_hate']"
"Fuck you 

You should be ashamed of yourself. Twoofers like you are scumbags that deserve to die. You anti-scientific assholes are destroying America.",toxic,"['toxic', 'severe_toxic', 'obscene', 'insult']"
"""

 Lies. 

You do realize that the genocide of the Jewish people by the Nazi's was never proven and is still not to this day? All people have is a few (hired) witness """"reports"""" and some black and white pictures that don't prove anything. In fact, anything and everything said about the Holocaust are just theories. Its insulting how prejudice Wikipedia can be!""",toxic,['toxic']
REDIRECT Talk:Love Hurts (1991 film),safe,[]
"NAZI WIKIPEDIA ADMINS
EVERYONE KNOWS THEY LOCK THESE ARTICLES SO ONLY THE LIBERAL NAZI WIKI ADMINS CAN CHANGE THE INFORMATION. THIS SITE IS THE WORSE WHEN IT COMES TO BEING FAIR!! ALL THE ADMINS VOTE THEIR FRIENDS IN AS ADMINS. IT IS A BIASED WEBSITE AND THEY DO NOT ALLOW INFORMATION THAT ALLOWS THEIR POLITICAL CANDIDATES TO LOOK BAD. THIS IS WHAT THEY DO IN CHINA AND NOW ON WIKIPEDIA.",toxic,['toxic']
pathetic specimens like yourself,toxic,"['toxic', 'insult']"
"Asshole censor keeps censoring 

Paid mole is pure scum.

Fukker asks and I provide and naturally for a crooked fukker that's never enough.

INVESTIGATE this wicked piece of shit.",toxic,"['toxic', 'obscene', 'insult']"
"Remove PA 

Pennsylvania is not on the east coast.it's inland",safe,[]
"Paul Kelly
Saw your comments regarding the article of Paul Kelly - thought you might want to have a look at the improvements that have been made - given that he has been inducted into the ARIA Hall of Fame his importance has been re-classified as mid however there is an arguement that HOFs should actually be high.",safe,[]
", 29 December 2006 (UTC)

Possible open proxy
Appears on at least one major spam blacklist:
CBL: http://cbl.abuseat.org/lookup.cgi?ip=59.93.118.58
 (talk) 09:42",safe,[]
"You're a motherfucking prick! 

So, you don't agree with my comments on alcohol, huh? Well, I don't know where you live (if I did, you'd be dead by now), but you fail at life for supporting alcohol. Go kill yourself, you asshole!",toxic,"['toxic', 'obscene', 'threat', 'insult']"
REDIRECT Talk:Battle of Rạch Gầm-Xoài Mút,safe,[]
"Right, but drawing the line is an issue of original research and practicality. Is this physicist allowed but not this one? Is this publication related enough to climate? It's just a whole can of worms that we can't really open without creating all kinds of heartache for ourselves.",safe,[]
", 27 August 2007 (UTC)

 I just did a quick Google search; here are a few links you can study a bit . Maybe it does conform to the linguistic science afterall. P  Anyway, I'm curious now what they speak in Mezzolombardo?  take care.  18:47",safe,[]
and also badly sourced,safe,[]
REDIRECT Talk:Ghost marriage (Chinese),safe,[]
"Hey f**king swine 

Doing bad? Suffering a lot?",toxic,"['toxic', 'obscene', 'insult']"
"September 2012 (UTC)

Umm... You shouldn't trust NickAndMore.com, because it is probably the least reliable source on the Internet. So SB WILL end with Season 9.

Oh and you happen to be talking to the wrong person, people who like the SB eps of 2005-present are losers! 71.64.6.46  00:15, 19",safe,[]
"I was motivated to add value to articles. Then a cadre of fascist, self-important, imperious, asinine pricks took it upon themselves to systematically target my contributions, which were well withing guidelines and certainly along the lines of the 1000's of cultural references in Simpson's articles. They reverted my contributions, deleted my hard work, gang edited my stuff, refused to compromise or in any way work for anything but their own dictatorial will. Now I'm motivated to be as asinine and ignorant as they are. I'm wholesale deleting anything without a source or reference. I'm disallowing references I personally feel are insufficient. Every article locked I feel is a victory, because it diminishes Wikipedia to lock articles, and its due to their actions that they are locked, so I feel vindicated. Leave all the messages you like, I doubt I'll get them because I use proxies and different IPs so I can do my good work without hindrance. A hearty fuck you to yourself and any other of your cocksucking brethren, faggot.

Eat shit and die. Get cancer. I hope your kids and your wife and your immediate family the worst possible life, as if living with pricks like you and your buddies is not bad enough, then to die horribly and in pain.

Thanks!

f.u. asshole",toxic,['toxic']
What the hell is wrong with this thing ? why are my changes not showing?,toxic,['toxic']
"Just saw your latest addition to that page and thought I'd drop you another line. You might want to look at the list of alternative outlets to Wikipedia, many of which would let you host your content. We're an encyclopedia, and since your page doesn't meet the requirements for an encyclopedia it can't stay here, but there are lots of other places that could host your stuff. Good luck!",safe,[]
"""
ok sorry about the spelling issue, changed. talk→    """,safe,[]
", block me for two years if you want, but that's not the point. The point is the some nerd reverted all my edits on a silly basis.89.205.38.27",toxic,['toxic']
"What if CISPA bill became DNSchanger virus, Google, FB and others cannot promisr our privacy but instead infect all our computers filled with devastating virusrs that government cannot handle them. Insead they spy our information (like virusrs), we get infected. As soon as it gets too contagious. What about NoKoR Nuclear missile to interfere CISPA with Kim Jong Un?",safe,[]
"""

I understand where you're coming from. In that case, its usage should refer to the source such as """"according to the FBI..."""" followed by a quote from the report in order to keep the article neutral. Don't get me wrong, I'm not a member and agree with the term to describe the group, just not the way its written out right now as it currently implies an expression of opinion in the wiki article itself when it was in fact, the FBI report that expressed the opinion so they should be directly quoted if it is to be used. I'll leave that decision to you.  """,safe,[]
""" Threat =

I would apologize, but I have nothing to apologize for.

If you goose-stepping Nazis had common decency or half a brain, many of the edits you've been making, and the rationales for them wouldn't be made.

No wonder Wikipedia has become an absolute laughing stock throughout """"teh internets""""

cyclades

=""",toxic,['toxic']
"you better sleep with an eye open, you don't know which way the trouble will come from shitbag!",toxic,['toxic']
"""

 Ages 

I have replaced the birth date and age with birth date and age2 template which gives the age of players at start of tournament, which is a permanently useful stat, as opposed to their current age which will look silly 20 years from now when it shows some of them pushing 50!. One thing tho', some are day first, some are month first. The inconsistency looks untidy. ClubOranjeT """,safe,[]
"""
Yes, you've found the right users. I'm not sure what you actually want from me that you don't have - the archived discussion has all the information needed, I think.  — .lifeguard | @en.wb """,safe,[]
"""
I think he gave up his 1RR standard because of the edits to this particular article.—Ryulong (竜龙) """,safe,[]
"Barnstar 

You've done alot of work on alot of WoT articles since you joined up, and I thought you deserved some recognition for it.  Keep up the good work!!",safe,[]
Congrats on your first Headley experience Fainites. I think your voice as a new and independent editor in this headley saga made a huge difference and completely deflated his cabal theory stories. He really is utterly delusional. And thanks everyone for your continued diverse yet civil opinions on representing this controversial/criticized topic of NLP. I'm sure we'll create a balanced and useful article yet.,safe,[]
"""

re: your message

Hi Nedim Ardoğa, I've left a reply to your message on my talk page  . """,safe,[]
Go fuck yourself bitch,toxic,"['toxic', 'severe_toxic', 'obscene', 'insult']"
"""

This is Not a Popularity Contest.  This is About being HISTORICALLY ACCURATE and if you REALLY BELIVE THERE WAS NO BLOOD spilled during the Indian Removal that you are eaither ignorant, uneducated, uncaring, disrespectful or all the above? Since Wiki is predjudice on what """"they"""" choose to use as reliable sources, please reference

1.) http://books.google.com/books?id=SP8WAQAAMAAJ&q;=Trail+of+blood+and+tears+%2B+native+american&dq;=Trail+of+blood+and+tears+%2B+native+american&hl;=en&ei;=Dq6CTv3GHtK3tgepoMDeBw&sa;=X&oi;=book_result&ct;=result&resnum;=8&sqi;=2&ved;=0CFUQ6AEwBw

2.) http://www.google.com/search?tbm=bks&tbo;=1&q;=Trail+of+blood+and+tears+%2B+native+american&btnG;=#sclient=psy-ab&hl;=en&tbo;=1&tbm;=bks&source;=hp&q;=%22Trail+of+blood+and+tears%22&pbx;=1&oq;=%22Trail+of+blood+and+tears%22&aq;=f&aqi;=&aql;=1&gs;_sm=e&gs;_upl=21216l21700l5l22370l2l2l0l0l0l0l203l312l0.1.1l2l0&bav;=on.2,or.r_gc.r_pw.&fp;=2ba85e9b8f16205f&biw;=1112&bih;=545

3.) http://www.google.com/search?tbm=bks&tbo;=1&q;=Trail+of+blood+and+tears+%2B+native+american&btnG;=#sclient=psy-ab&hl;=en&tbo;=1&tbm;=bks&source;=hp&q;=%22Trail+of+blood+and+tears%22+cherokee&pbx;=1&oq;=%22Trail+of+blood+and+tears%22+cherokee&aq;=f&aqi;=&aql;=1&gs;_sm=e&gs;_upl=28189l30279l6l30482l9l9l1l0l0l0l202l937l1.5.1l8l0&fp;=1&biw;=1112&bih;=545&bav;=on.2,or.r_gc.r_pw.&cad;=b

71.228.80.4  """,toxic,['toxic']
"""

 A knife for you! 

  A knife for you! One of this days, I am going to cut you into little pieces…   """,toxic,"['toxic', 'threat']"
"Book review 

A book I saw reviewed in Nature.",safe,[]
"""

First of all, you don't know crap about Vietnam.

Secondly, of course many (actual) rebels were local residents, i.e. of KBR. But as of the bodies, some/most of them belonged to innocent civilians who were killed in crossfire (like even the KBR president said). Here's about the mechanism of this:

""""This is a commonplace in Chechnya. I have not been to Nalchik and I do not know this case, but it is quite possible that such things happen there too. Well, basically, they happen throughout entire Russia, only specifics are different — drugs or weapons are planted in order to jail one or get paid for closing a case,"""" an officer of the Department for the Combating of Organised Crime and Terrorism of the Russian Internal Affairs Ministry told Caucasian Knot's correspondent. """"Of course, civilians sometimes die in Chechnya and in other North Caucasus republics, too, where counter-terrorist activities are conducted, and weapons are planted on them by officers that are not the most conscientious. But one should understand that they do so not because they want to register another victory for themselves, but for fear that they can be jailed for good because of this accidental killing."""" According to the officer, one should not say that """"someone is killed on purpose and then registered as a rebel. Only Kadyrovtsy do so. It is not a custom among us, federals.""""

And actually indeed some time later a group of Kadyrov's policemen (called """"a gang"""") were persecuted precisely for this, that is killing random people (few men and a woman they kidnapped and killed) and then planting guns and explosives on them for promotions. But of course, there was also the case of Vladimir Glebov, etc.

This is all, because I already said I'm not going to discuss stuff with you anymore. Enough of my nerves.   """,safe,[]
"Oh please, stop talking nonsense and deceiving the world. During my long, VERY LONG research I foung NO pictures, no reliable sources, not anything! 
Special gloves LOL. First those special space gloves never existed and second this is the first time I hear anything about such thing! IF YOU WANT TO TALK SH** ADD SOME SOURCES FIRST! I am sick of anti- Croatian propaganda! 
Add the links of the pictures (if they exist) into the discussion. If they are not uploaded, upload them (outside wikipedia) and post a link in here. Admins and moderators will decide if those pictures are too terrible to publish or not....but of course those pictures are from you GreaterSerbian imagination, aren't they.
Explain to me why all teh sources published here were judged unreliable? Because there aren't any reliable sources! The sources I see now are laughable and they are not proving anything! In fact, I am suprised that this article is still standing.
Yes, maybe I have complexes (Serbs like that word). 
Fact is, I do not hate normal Serbs, I hate only xenophobic Serbs spreading lies. And Wikipedia is full of them. 
Oh yeah, I forgot! YOU aren't Serbs,you are from UK or USA! You have Serbian IP's only to deceive racist people ;)))) (sarcasm)
Croat with complexes logging out.",toxic,['toxic']
"""
I conclude he's a vandal for what I consider very sound reasons leading to inevitable deductions....but let's not talk about him, and stick to the specifics of the issue at hand:
1. It is """"backwards"""" to approach any controversal subject by first listing the defense of the perpetrators  can you imagine how jarring it would be for you to read an account of, say, the Antebellum South, which began by listing """"choice"""" quotes regarding lenient recommendations plantation owners gave to their overseers concerning the treatment of their subjects? It's utterly bizarre.
2. It is grossly POV as well as inaccurate to portrary the perpetrators as """"giving rights"""" and """"protection"""" when they are doing precisely the contrary. The whole turgid mess is an appalling whitewash, despite a few throw-a-bone references in the links, and everyone involved in whatever horrific """"consensus"""" (if any) Hell-spawned it ought to be very ashamed of themselves. """,safe,[]
"Hello!

Fuck you, high and mighty twat. Go fuck yourself, because I can't see you getting any action.",toxic,"['toxic', 'obscene', 'insult']"
Reblocked.  Thanks.,safe,[]
"picking on a 10 year old!!! soooo sad 

Just shut up okay?Im only 10 years old. I just wanted to have a little fun, captain buzz kill. I guess you never had a life when you were young. that was probably like, 100000000000000000 years old. LOL!!!! 75.27.114.194  None yo beez nas",toxic,"['toxic', 'insult']"
"Bug in pseudocode and implementation 

This looks wrong for the case where either the left or right set has multiple matches for any single row in the other set.
Given simple result set 
Left(A,B,C,D)
Right(B, C, C, D, E)
This code would give (B, C, D) while the correct result is (B, C, C, D)",safe,[]
"Needed images  

Images of Charaka, Sushruta or Vagbhata would be highly appreciated for this article. Also images of some of the Ayurvedic drugs / preparation process photos would also be suitable for this article. Please add these if someone has these photos. Thanks.",safe,[]
REDIRECT Talk:Feel (Polish band),safe,[]
r gay gay gay studius,toxic,"['toxic', 'identity_hate']"
who the fuk did i attack personally?,toxic,"['toxic', 'obscene']"
"Now come on, that hardly seems fair does it.  You accuse a lot of people of a lot of things, and yet you can't take criticism yourself.  Seems like a bit of a contradiction.",safe,[]
"Frustrated?

I believe frustrated would be an understatement.  Since I am unable to attack you, which I would never do of course, I will instead point to your senseless and idiotic contributions to the IMPACT- Charlottesville deletion discussion board.",toxic,['toxic']
Also note: McCotter not included in Key People.,safe,[]
"bloody hell, it continues!",toxic,['obscene']
"""So a person of Pakistani or African decent can't be classed as English in your view? Or you think that all skinheads are racists - even the black ones? And you feel that blacks and asians are """"taking over"""", well you must read the wrong sort of newspapers if those are the views you hold. I know that you must be consumed with self-loathing at not being English, but hey, look on the bright side, you can just add it to the list of other things """"you people"""" spend your miserable lives whining about. Take care now!  

""",toxic,['toxic']
"Gay Sex

Demiurge is always up for some hot gay sex.",toxic,['toxic']
Photographer Michel Comte featured her in a Wild Wild West Calender. Not sure he is notable enough to include that under her modelling work.,safe,[]
"""

Done. And for #17, this is 1946, would even a name be known at this time?''''/HC32 """,safe,[]
"Sock puppet my ass! 

How dare you call me a sock puppet? i am my own creation. i am the one you will call XALWINE! and you will hear tales of my mercy. and tales of my wrath. and i have chozen wrath for you. my will be done. do what tho wilt. you will rue the day that you rejected that article.",toxic,"['toxic', 'obscene']"
"Fag==
You are a fag173.161.242.113  
==",toxic,"['toxic', 'obscene', 'insult']"
"""

Notes
 General/investigative training course reference contains a single line on the course.  If that is all there is on """"Sharpening Your Teeth,"""" then that topic is not of encyclopedic interest. There needs to be substantial discussion in a reliable source, or I am not bringing it in.   
 Unclear to me what """"Systemic investigations/Special Ombudsman Response Team"""" reference has to do with general bio as Ombudsman.
 Note - I would appreciate it you would bring reliable sources discussing negatives. NPOV does not mean, not negative, and nobody is perfect. Some of us have glaring flaws, even. including me.   

""",safe,[]
"""
Note also probable block evasion as  雲‍水 """,safe,[]
"We New pictures to replace the old pictures on the roster=
There should be new pictures of the 1993-1994 TMC RTS of 84xx,85xx, and 86xx series, and 1997-1998 and 1999 NOVABus RTS,NYCT 1995 and 1996 Orion V, NYCT 1994-1995 Orion V CNG, Long Island Bus 1997 and 1998 orion V CNG, Ex-PBL 1997 Orion V and 1997-1999 Orion V CNG,  C40LFs,NYCT 1998-1999 Orion V,All D60HF,Long Island 2000 and 2004 Orion V CNG and 2002-2004 Orion VII Hyrbid and CNG and Orion VII Next Generation Hyrbid and CNG. We need new pictures on the roster because the old one's are kinda old and there should be new pictures. If you have the time to take picturs of the buses, you should post the new picture and replace the old one on the roster. Thank you.

thenovabus",safe,[]
lol! what a show of force. its YOU who is trying to WP:OWN wikipedia. supporting blatant lies and hypocrisy. dont you have any courage to face my proven and true edits than to block me?you cowards have not even proven 1 of my edits wrong as you all are supporters of lies and fake articles.108.78.177.132,toxic,['toxic']
"""
See Internet_Explorer#Market share history overview by year and version. IE7 is with us for some time to come, like it or not. But if others using it have no problems, that's fine, I'm not worried about my specific workplace.  come howl! """,safe,[]
"Include Wikinews 

 or 

99.181.137.3",safe,[]
"""

 Please do not remove content from pages without explanation, as you did with this edit to Luminous efficacy. If you continue to do so, you will be blocked from editing.   (speak to me) """,safe,[]
"Oh, well Harry finally got his payback on me. I could tell you could not stand that I was right about the Ryanair incident. I also like how you got so upset that your minor incident was not going to be included that went ahead and removed the incidents that the Irish aviation authorities labeled as serious incidents and had been in the article for a few years. Harry do wiki a favor and stay away from aviation articles, you obviously have the same insight into aviation as a two year old has into biology. Do me a favor, since this is two personal attacks in 24hrs, PLEASE permanently block me so I don't waste anymore of my time on this excuse of an encyclopedia. After trying to help this site out, it is obvious that this site is a joke. 76.19.222.40",toxic,['toxic']
"Sometimes all you need is three sentences to get a point accross, and for it to be constructive.  But you have your head stuck too far up your ass trying to defend Thoth.  Why dont you let him answer the question.  Besides, this is the talk page, you don't have to be neutral.  Also, why don't you get off your lazy ass and create a user name?",toxic,"['toxic', 'insult']"
"""

AfD nomination of Mía Colucci
Mía Colucci, an article you created, has been nominated for deletion.  We appreciate your contributions. However, an editor does not feel that Mía Colucci satisfies Wikipedia's criteria for inclusion and has explained why in the nomination space (see also """"What Wikipedia is not"""" and the Wikipedia deletion policy).  Your opinions on the matter are welcome; please participate in the discussion by adding your comments at Wikipedia:Articles for deletion/Mía Colucci and please be sure to sign your comments with four tildes (~~~~).  You are free to edit the content of Mía Colucci during the discussion but should not remove the articles for deletion template from the top of the article; such removal will not end the deletion discussion.  Thank you.   """,safe,[]
"You got weed man?==

Homie, I'll buy a dimebag off you for $20. Hell, I'll suck your dick like last time if you want me to. By the way, you got any goat porn like last time?

Sincerely,
Bob the Cocksucker/crack fiend

==",toxic,"['toxic', 'obscene']"
- in your own words -,safe,[]
REMOVE MY Furry Lewis MySpace link I guess thats promoting myself TOO. I am The Furry Lewis MySpace page. REMOVE THE LINK TO FURRY LEWIS!!!!! Prormoting Myself...you guys are really full of youselfs!!,toxic,['toxic']
"""
 Do you have to be such a dick to him? Have some manners will you?♦  """,toxic,['toxic']
Hi sorry to edit this page...i didnt know where else to contact you... but i noticed your edited the buddhism section and since you nicely taken out my site why didnt you take out this site ReligiousTolerance.org Buddhism Page a non-biased description of Buddhism. its not very good is it...if you take off my link you should aleast keep to your standards and take off that one.,toxic,['identity_hate']
"Hello 

I make the internet suck Ok bitch face and you are going to die oneday even if it's of natral old age",toxic,"['toxic', 'obscene', 'threat', 'insult']"
"April 2013 (UTC)
 What's the matter with you, to reply to me like that? 23:16, 25",safe,[]
"recent online article 

FYI this just came out:  Sundaram's Sieve",safe,[]
"Plank 

Why don't you have an article on Plank from EEnE?
It's just not fair!
AND IF YOU DO NOT HAVE AN ARTICLE ON PLANK BY JULY 24TH,
I AM GOING TO KILL THE FOUNDER OF WIKIPEDIA.COM!!!!!!!!!!!!!!!!!!",toxic,"['toxic', 'threat']"
Please do not add speedy deletion tags to our article. We do not believe the article deserves to be deleted because it is about us and once again we did not create the link. If you think the article deserves to be deleted go kiss your comptuer goodbye. We will convene to reach a decision and will not look at anything you give us. Thank you.,safe,[]
"""

Triple dittos.  Sorry I didn't vote before you withdrew.  (talk) """,safe,[]
"""
Hi there. I just asked  to do it whilst giving him the necessary details (message content, list of recipients, heading name and edit summary).  I don't know how his bot works - he did the work.  Normally we use  for the newsletter, but it's not working at the moment.(talk) """,safe,[]
You are a cunting cunt,toxic,"['toxic', 'obscene', 'insult']"
"""

Sorry!  Meant to say """"Go fuck yourself you Asperger's riddled freak for accusing me of destructive edits I had nothing to do with.""""""",toxic,"['toxic', 'obscene', 'insult']"
". That's right. You heard me.

FAGGOT",toxic,"['toxic', 'obscene', 'insult']"
"I think mucha lucha is the most homosexual show i've ever witnessed in my life. Yep, even more than Borat. I mean, who in the right mind would want to watch a bunch of beaners wrestle? What the fuck is that.",toxic,"['toxic', 'obscene', 'insult']"
"LAY OFF
Back off reverting my letter to newyorkbrad, jerk. Or does this have to get personal?",toxic,['toxic']
"No wonder I'm being uncivil, when you're stupid. Look at my block log, I wasn't blocked for uncivility or even edit-warring, sure block me for that, I don't care, but I was blocked on wrong bases and if you wanna block, you gonna have to block the other guy aswell. But no, the blocking admin is protecting his own friend, can't you see it? Btw, about my revert wars recently, it has been with socks to , and even to this day  he is reverting with his socks.",toxic,['toxic']
"Nick GaS is coming back! 

It's coming to the UK! 
Cyphoidbomb is gay! 
It's coming to the UK! 
Cyphoidbomb is gay!",toxic,"['toxic', 'identity_hate']"
"u fucking prick 

hey cocksucker
well done for fucking up two perfectly good articles on the cadet rifle.
why dont u just fuck off and die
u removed perfectly good information just because as a dick loving faggot you didn't like it
huh?
where is all the information about the new gun?
the differences?
the improvement?
that u deleted made all that clear.
and then it was merged 

as per discussion there was no discussion cunt

did u ever read the articles u merged dick face or r u 2 fcukin dumb
see you been done for editing warring 
i know the answer

so fuck off, off off and take your clueless  hard on guns with ya.
cunts like you wank over guns but u know shit about them",toxic,"['toxic', 'severe_toxic', 'obscene', 'insult']"
bitches like donner60 like to feed on souls-bitch,toxic,"['toxic', 'obscene', 'insult']"
"""

Coaches category
No, I don't know, sorry. I had a look through the various WP pages on categorisation but couldn't find anything helpful. You don't want to split the article into individuals rather than family? ~  • talk • """,safe,[]
"Goths listen to Gothic rock, not to baby pop. If you want you can find sources for every shit.",toxic,"['toxic', 'obscene', 'insult']"
"""

I edited out the Trivia section (which read: """"The Explosions in the Sky song 'Have You Passed Through This Night?' from the album Those Who Tell The Truth Shall Die... has been remixed by the British breakbeat outfit UNKLE, and is featured on the James Lavelle Romania album."""")  For several reasons.  

1. The song """"Have You Passed Through This Night"""" was not remixed by UNKLE.  Rather the song """"Eye 4 An Eye"""" features samples from the same speach in The Thin Red Line (see songwriting credits 1,2) 

2.There is no 'Romania' album.  

3.It's wrong.  

Sean Broom 
[1]http://www.allmusic.com/cg/amg.dll?p=amg&token;=&sql;=33:3sw67uq0o053 (eye for an eye songwriting credits)

[2]http://www.allmusic.com/cg/amg.dll?p=amg&sql;=33:qx09kent7qs0 (Have you Passed Through This Night? songwriting credits)""",safe,[]
"Bigger Bang Tour Memorable Moments 

Why did you remove the memorable moments from the Bigger Bang Tour page you wanker!
Thats vandalism!
Fuck off and die fuckwit!",toxic,"['toxic', 'obscene', 'threat', 'insult']"
FUCK YOU FUCK YOU FUCK YOUa,toxic,"['toxic', 'severe_toxic', 'obscene', 'insult']"
